0.66,0.58,0.15,0,0
0.66,0.58,0.15,0,0
0.66,0.58,0.15,0,0
0.60,0.56,0.44,0,0
0.30,0.45,0.11,0,0
0.66,0.58,0.15,0,0
0.03,0.56,0.33,0,0
0.60,0.56,0.44,0,0
0.41,0.17,0.73,0,0
0.05,0.30,0.34,0,0
0.05,0.30,0.34,0,0
0.04,0.53,0.00,0,0
0.00,0.25,0.45,0,0
0.75,0.14,0.71,0,0
0.03,0.56,0.33,0,0
0.16,0.31,0.32,0,0
0.05,0.92,0.37,0,1
0.29,1.00,0.54,1,0
0.29,1.00,0.54,1,0
0.66,0.58,0.15,0,0
0.00,0.25,0.45,0,0
0.60,0.56,0.44,0,0
0.00,0.25,0.45,0,0
0.41,0.17,0.73,0,0
0.29,1.00,0.54,1,0
0.30,0.45,0.11,0,0
0.16,0.31,0.32,0,0
0.05,0.30,0.34,0,0
0.00,0.25,0.45,0,0
0.05,0.30,0.34,0,0
0.66,0.58,0.15,0,0
0.29,1.00,0.54,1,0
0.05,0.30,0.34,0,0
0.05,0.30,0.34,0,0
0.66,0.58,0.15,0,0
0.29,1.00,0.54,1,0
0.66,0.58,0.15,0,0
0.66,0.58,0.15,0,0
0.29,1.00,0.54,1,0
0.03,0.56,0.33,0,0
0.00,0.25,0.45,0,0
0.76,1.00,0.71,1,0
0.04,0.53,0.00,0,0
0.16,0.31,0.32,0,0
0.29,1.00,0.54,1,0
0.00,0.25,0.45,0,0
0.29,1.00,0.54,1,0
0.66,0.58,0.15,0,0
0.29,1.00,0.54,1,0
0.66,0.58,0.15,0,0
1.00,0.92,0.26,0,1
0.74,0.47,0.26,0,1
0.76,1.00,0.71,1,0
0.16,0.31,0.32,0,0
0.66,0.58,0.15,0,0
0.30,0.45,0.11,0,0
0.00,0.25,0.45,0,0
0.76,1.00,0.71,1,0
0.03,0.56,0.33,0,0
0.30,0.45,0.11,0,0
0.00,0.25,0.45,0,0
0.04,0.53,0.00,0,0
0.05,0.92,0.37,0,1
0.30,0.45,0.11,0,0
0.75,0.14,0.71,0,0
0.04,0.53,0.00,0,0
0.74,0.47,0.26,0,1
0.29,1.00,0.54,1,0
0.29,1.00,0.54,1,0
0.30,0.45,0.11,0,0
0.29,1.00,0.54,1,0
0.29,1.00,0.54,1,0
0.30,0.45,0.11,0,0
0.00,0.25,0.45,0,0
0.30,0.45,0.11,0,0
1.00,0.92,0.26,0,1
0.00,0.25,0.45,0,0
0.05,0.92,0.37,0,1
0.76,1.00,0.71,1,0
0.03,0.56,0.33,0,0
0.76,1.00,0.71,1,0
0.00,0.25,0.45,0,0
1.00,0.92,0.26,0,1
0.66,0.58,0.15,0,0
1.00,0.92,0.26,0,1
0.29,1.00,0.54,1,0
0.00,0.25,0.45,0,0
0.74,0.47,0.26,0,1
1.00,0.92,0.26,0,1
0.66,0.58,0.15,0,0
0.30,0.45,0.11,0,0
0.00,0.25,0.45,0,0
1.00,0.92,0.26,0,1
0.00,0.25,0.45,0,0
0.05,0.30,0.34,0,0
1.00,0.92,0.26,0,1
0.66,0.58,0.15,0,0
0.05,0.30,0.34,0,0
0.76,1.00,0.71,1,0
0.74,0.47,0.26,0,1
0.30,0.45,0.11,0,0
0.66,0.58,0.15,0,0
0.29,1.00,0.54,1,0
1.00,0.92,0.26,0,1
0.00,0.25,0.45,0,0
0.16,0.31,0.32,0,0
0.74,0.47,0.26,0,1
0.76,1.00,0.71,1,0
0.30,0.45,0.11,0,0
0.60,0.56,0.44,0,0
0.00,0.25,0.45,0,0
1.00,0.92,0.26,0,1
0.05,0.92,0.37,0,1
0.00,0.25,0.45,0,0
0.74,0.47,0.26,0,1
0.66,0.58,0.15,0,0
0.03,0.56,0.33,0,0
1.00,0.92,0.26,0,1
0.76,1.00,0.71,1,0
0.16,0.31,0.32,0,0
0.74,0.47,0.26,0,1
0.16,0.31,0.32,0,0
0.00,0.25,0.45,0,0
0.30,0.45,0.11,0,0
0.03,0.56,0.33,0,0
0.00,0.25,0.45,0,0
1.00,0.92,0.26,0,1
0.30,0.45,0.11,0,0
0.74,0.47,0.26,0,1
1.00,0.92,0.26,0,1
0.05,0.30,0.34,0,0
0.05,0.92,0.37,0,1
0.60,0.56,0.44,0,0
0.00,0.25,0.45,0,0
0.41,0.17,0.73,0,0
0.16,0.31,0.32,0,0
0.00,0.25,0.45,0,0
0.05,0.92,0.37,0,1
0.66,0.58,0.15,0,0
0.00,0.25,0.45,0,0
0.00,0.25,0.45,0,0
0.16,0.31,0.32,0,0
0.29,1.00,0.54,1,0
0.29,1.00,0.54,1,0
0.05,0.92,0.37,0,1
0.00,0.25,0.45,0,0
0.60,0.56,0.44,0,0
0.75,0.14,0.71,0,0
0.00,0.25,0.45,0,0
0.76,1.00,0.71,1,0
0.05,0.30,0.34,0,0
0.66,0.58,0.15,0,0
0.66,0.58,0.15,0,0
0.00,0.25,0.45,0,0
0.00,0.25,0.45,0,0
0.29,1.00,0.54,1,0
0.05,0.92,0.37,0,1
0.30,0.45,0.11,0,0
1.00,0.92,0.26,0,1
0.29,1.00,0.54,1,0
0.05,0.92,0.37,0,1
0.29,1.00,0.54,1,0
0.29,1.00,0.54,1,0
0.00,0.25,0.45,0,0
0.05,0.92,0.37,0,1
0.00,0.25,0.45,0,0
0.75,0.14,0.71,0,0
0.16,0.31,0.32,0,0
0.41,0.17,0.73,0,0
0.60,0.56,0.44,0,0
0.03,0.56,0.33,0,0
0.03,0.56,0.33,0,0
0.66,0.58,0.15,0,0
0.29,1.00,0.54,1,0
0.41,0.17,0.73,0,0
0.05,0.30,0.34,0,0
0.30,0.45,0.11,0,0
0.29,1.00,0.54,1,0
0.29,1.00,0.54,1,0
0.00,0.25,0.45,0,0
1.00,0.92,0.26,0,1
0.66,0.58,0.15,0,0
0.00,0.25,0.45,0,0
0.74,0.47,0.26,0,1
0.60,0.56,0.44,0,0
0.16,0.31,0.32,0,0
0.66,0.58,0.15,0,0
0.60,0.56,0.44,0,0
0.65,0.33,0.54,0,0
0.74,0.47,0.26,0,1
0.29,1.00,0.54,1,0
0.00,0.25,0.45,0,0
0.60,0.56,0.44,0,0
0.00,0.25,0.45,0,0
0.00,0.25,0.45,0,0
0.41,0.17,0.73,0,0
0.41,0.17,0.73,0,0
0.00,0.25,0.45,0,0
0.66,0.58,0.15,0,0
0.00,0.25,0.45,0,0
0.00,0.25,0.45,0,0
0.00,0.25,0.45,0,0
0.04,0.53,0.00,0,0
0.05,0.30,0.34,0,0
0.41,0.17,0.73,0,0
0.05,0.92,0.37,0,1
0.03,0.56,0.33,0,0
0.76,1.00,0.71,1,0
0.76,1.00,0.71,1,0
0.05,0.30,0.34,0,0
0.03,0.56,0.33,0,0
0.03,0.56,0.33,0,0
0.29,1.00,0.54,1,0
0.74,0.47,0.26,0,1
0.29,1.00,0.54,1,0
0.00,0.25,0.45,0,0
0.00,0.25,0.45,0,0
0.05,0.92,0.37,0,1
0.76,1.00,0.71,1,0
0.00,0.25,0.45,0,0
0.03,0.56,0.33,0,0
0.66,0.58,0.15,0,0
0.16,0.31,0.32,0,0
0.16,0.31,0.32,0,0
0.05,0.92,0.37,0,1
0.00,0.25,0.45,0,0
0.00,0.25,0.45,0,0
0.05,0.30,0.34,0,0
1.00,0.92,0.26,0,1
0.04,0.53,0.00,0,0
0.00,0.25,0.45,0,0
0.00,0.25,0.45,0,0
0.66,0.58,0.15,0,0
0.76,1.00,0.71,1,0
0.75,0.14,0.71,0,0
0.74,0.47,0.26,0,1
0.05,0.30,0.34,0,0
0.00,0.25,0.45,0,0
0.29,1.00,0.54,1,0
0.16,0.31,0.32,0,0
0.04,0.53,0.00,0,0
0.60,0.56,0.44,0,0
0.75,0.14,0.71,0,0
0.04,0.53,0.00,0,0
0.76,1.00,0.71,1,0
0.66,0.58,0.15,0,0
0.29,1.00,0.54,1,0
1.00,0.92,0.26,0,1
0.76,1.00,0.71,1,0
0.66,0.58,0.15,0,0
0.41,0.17,0.73,0,0
0.75,0.14,0.71,0,0
0.00,0.25,0.45,0,0
1.00,0.92,0.26,0,1
0.16,0.31,0.32,0,0
0.60,0.56,0.44,0,0
0.03,0.56,0.33,0,0
0.05,0.92,0.37,0,1
1.00,0.92,0.26,0,1
0.29,1.00,0.54,1,0
0.00,0.25,0.45,0,0
0.00,0.25,0.45,0,0
0.66,0.38,0.31,0,0
0.41,0.17,0.73,0,0
0.00,0.25,0.45,0,0
0.00,0.25,0.45,0,0
0.30,0.45,0.11,0,0
0.00,0.25,0.45,0,0
0.00,0.25,0.45,0,0
0.65,0.33,0.54,0,0
0.19,0.45,0.56,1,0
0.00,0.25,0.45,0,0
1.00,0.92,0.26,0,1
0.03,0.56,0.33,0,0
0.75,0.14,0.71,0,0
0.00,0.25,0.45,0,0
0.05,0.30,0.34,0,0
0.05,0.92,0.37,0,1
0.00,0.25,0.45,0,0
0.74,0.47,0.26,0,1
0.16,0.31,0.32,0,0
0.00,0.25,0.45,0,0
0.30,0.45,0.11,0,0
0.19,0.45,0.56,1,0
0.05,0.92,0.37,0,1
0.00,0.25,0.45,0,0
0.03,0.56,0.33,0,0
0.00,0.25,0.45,0,0
0.29,1.00,0.54,1,0
0.16,0.31,0.32,0,0
0.66,0.58,0.15,0,0
0.29,1.00,0.54,1,0
0.05,0.30,0.34,0,0
0.05,0.30,0.34,0,0
0.66,0.58,0.15,0,0
0.00,0.25,0.45,0,0
0.75,0.14,0.71,0,0
0.76,1.00,0.71,1,0
0.05,0.30,0.34,0,0
0.00,0.25,0.45,0,0
0.04,0.53,0.00,0,0
0.30,0.45,0.11,0,0
0.00,0.25,0.45,0,0
0.05,0.30,0.34,0,0
0.29,1.00,0.54,1,0
0.04,0.53,0.00,0,0
0.30,0.45,0.11,0,0
0.74,0.47,0.26,0,1
0.05,0.30,0.34,0,0
0.30,0.45,0.11,0,0
0.60,0.56,0.44,0,0
0.30,0.45,0.11,0,0
0.05,0.92,0.37,0,1
0.30,0.45,0.11,0,0
0.75,0.14,0.71,0,0
0.04,0.53,0.00,0,0
0.00,0.25,0.45,0,0
0.16,0.31,0.32,0,0
0.29,1.00,0.54,1,0
0.66,0.58,0.15,0,0
0.74,0.47,0.26,0,1
0.30,0.45,0.11,0,0
0.30,0.45,0.11,0,0
0.66,0.58,0.15,0,0
0.41,0.17,0.73,0,0
0.29,1.00,0.54,1,0
0.00,0.25,0.45,0,0
0.30,0.45,0.11,0,0
0.74,0.47,0.26,0,1
0.65,0.33,0.54,0,0
0.29,1.00,0.54,1,0
0.05,0.30,0.34,0,0
0.16,0.31,0.32,0,0
0.75,0.14,0.71,0,0
0.29,1.00,0.54,1,0
0.00,0.25,0.45,0,0
0.16,0.31,0.32,0,0
0.05,0.92,0.37,0,1
0.65,0.33,0.54,0,0
0.74,0.47,0.26,0,1
0.76,1.00,0.71,1,0
0.76,1.00,0.71,1,0
0.04,0.53,0.00,0,0
0.76,1.00,0.71,1,0
0.04,0.53,0.00,0,0
0.16,0.31,0.32,0,0
0.76,1.00,0.71,1,0
0.76,1.00,0.71,1,0
